opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,url,team,opp_ranking,opp_possession,touches_in_opposition_box,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Slovenia,2023-10-14T16:00:00.000Z,Stadion Stožice,Daniele Orsato,"15,823",EURO Qualification Grp. H Round 7,63.0,58.0,0.76,8,3,2.0,2.0,455,79.0,14,4,0.0,5.0,0.0,5.0,3.0,0.62,0.14,0.76,1.13,573,237.0,218.0,19.0,36.0,4.0,44.0,24.0,1,1.0,0.0,11.0,79.0,2.0,1.0,7.0,2.0,44.0,31.0,49.0,13.0,37.0,10.0,59.0,1755,https://www.fotmob.com/en-GB/matches/slovenia-vs-finland/1jjfb2#4044797,Finland,57.0,42.0,21.0,1.56,12.0,5.0,2.0,0.0,329,80.0,8.0,4.0,6.0,1.0,0.0,8.0,4.0,0.67,0.1,0.77,2.35,411,174.0,155.0,31.0,45.0,2.0,17.0,12.0,16.0,1.0,1.0,0.0,7.0,50.0,10.0,5.0,20.0,3.0,54.0,32.0,51.0,22.0,63.0,4.0,31.0
Kazakhstan,2023-10-14T18:45:00.000Z,Parken,Michael Oliver,"35,845",EURO Qualification Grp. H Round 7,21.0,64.0,1.83,18,4,4.0,1.0,589,87.0,5,5,8.0,6.0,0.0,10.0,8.0,1.35,0.48,1.83,1.88,675,295.0,294.0,29.0,60.0,4.0,29.0,19.0,1,2.0,0.0,7.0,64.0,3.0,2.0,9.0,0.0,47.0,28.0,58.0,19.0,70.0,6.0,67.0,1756,https://www.fotmob.com/en-GB/matches/denmark-vs-kazakhstan/2931nx#4044798,Denmark,109.0,36.0,26.0,0.99,6.0,1.0,2.0,1.0,294,76.0,11.0,1.0,3.0,2.0,0.0,3.0,3.0,0.87,0.12,0.99,0.47,385,205.0,89.0,22.0,37.0,2.0,22.0,24.0,5.0,6.0,1.0,0.0,7.0,58.0,9.0,6.0,13.0,1.0,28.0,20.0,42.0,8.0,30.0,4.0,44.0
Denmark,2023-10-14T18:45:00.000Z,Parken,Michael Oliver,"35,845",EURO Qualification Grp. H Round 7,109.0,36.0,0.99,6,1,2.0,1.0,294,76.0,11,1,3.0,2.0,0.0,3.0,3.0,0.87,0.12,0.99,0.47,385,205.0,89.0,22.0,37.0,2.0,22.0,24.0,6,1.0,0.0,7.0,58.0,9.0,6.0,13.0,1.0,28.0,20.0,42.0,8.0,30.0,4.0,44.0,1756,https://www.fotmob.com/en-GB/matches/denmark-vs-kazakhstan/2931nx#4044798,Kazakhstan,21.0,64.0,5.0,1.83,18.0,4.0,4.0,1.0,589,87.0,5.0,5.0,8.0,6.0,0.0,10.0,8.0,1.35,0.48,1.83,1.88,675,295.0,294.0,29.0,60.0,4.0,29.0,19.0,26.0,1.0,2.0,0.0,7.0,64.0,3.0,2.0,9.0,0.0,47.0,28.0,58.0,19.0,70.0,6.0,67.0
Serbia,2023-10-14T18:45:00.000Z,Puskás Aréna,François Letexier,"58,215",EURO Qualification Grp. G Round 7,27.0,36.0,1.12,10,4,3.0,2.0,250,72.0,8,3,2.0,4.0,1.0,5.0,5.0,1.12,0.01,1.12,1.16,345,153.0,97.0,33.0,45.0,2.0,15.0,16.0,0,2.0,1.0,3.0,60.0,6.0,3.0,36.0,5.0,36.0,16.0,42.0,20.0,56.0,5.0,42.0,1757,https://www.fotmob.com/en-GB/matches/serbia-vs-hungary/2bq9fc#4044751,Hungary,32.0,64.0,12.0,1.24,16.0,6.0,4.0,3.0,514,86.0,7.0,10.0,7.0,3.0,3.0,10.0,6.0,0.61,0.63,1.24,1.75,600,220.0,294.0,39.0,75.0,8.0,25.0,34.0,20.0,3.0,2.0,0.0,6.0,60.0,0.0,4.0,12.0,2.0,38.0,22.0,58.0,16.0,44.0,4.0,50.0
Hungary,2023-10-14T18:45:00.000Z,Puskás Aréna,François Letexier,"58,215",EURO Qualification Grp. G Round 7,32.0,64.0,1.24,16,6,4.0,3.0,514,86.0,7,10,7.0,3.0,3.0,10.0,6.0,0.61,0.63,1.24,1.75,600,220.0,294.0,39.0,75.0,8.0,25.0,34.0,3,2.0,0.0,6.0,60.0,0.0,4.0,12.0,2.0,38.0,22.0,58.0,16.0,44.0,4.0,50.0,1757,https://www.fotmob.com/en-GB/matches/serbia-vs-hungary/2bq9fc#4044751,Serbia,27.0,36.0,20.0,1.12,10.0,4.0,3.0,2.0,250,72.0,8.0,3.0,2.0,4.0,1.0,5.0,5.0,1.12,0.01,1.12,1.16,345,153.0,97.0,33.0,45.0,2.0,15.0,16.0,12.0,0.0,2.0,1.0,3.0,60.0,6.0,3.0,36.0,5.0,36.0,16.0,42.0,20.0,56.0,5.0,42.0
Malta,2023-10-14T18:45:00.000Z,Stadio Comunale San Nicola,Duje Strukan,"56,186",EURO Qualification Grp. C Round 7,10.0,67.0,1.13,18,4,0.0,0.0,615,91.0,13,12,9.0,5.0,1.0,11.0,7.0,0.69,0.44,1.13,1.48,677,207.0,408.0,41.0,80.0,5.0,21.0,15.0,2,0.0,0.0,7.0,70.0,3.0,2.0,2.0,0.0,34.0,29.0,44.0,5.0,42.0,7.0,44.0,1758,https://www.fotmob.com/en-GB/matches/italy-vs-malta/2b0sk9#4044691,Italy,172.0,33.0,38.0,0.11,2.0,0.0,0.0,0.0,273,80.0,12.0,1.0,0.0,2.0,0.0,2.0,0.0,0.11,0.0,0.11,0.0,340,221.0,52.0,17.0,40.0,0.0,0.0,18.0,4.0,0.0,3.0,0.0,10.0,53.0,12.0,4.0,25.0,0.0,44.0,37.0,56.0,7.0,58.0,6.0,67.0
Italy,2023-10-14T18:45:00.000Z,Stadio Comunale San Nicola,Duje Strukan,"56,186",EURO Qualification Grp. C Round 7,172.0,33.0,0.11,2,0,0.0,0.0,273,80.0,12,1,0.0,2.0,0.0,2.0,0.0,0.11,0.0,0.11,0.0,340,221.0,52.0,17.0,40.0,0.0,0.0,18.0,0,3.0,0.0,10.0,53.0,12.0,4.0,25.0,0.0,44.0,37.0,56.0,7.0,58.0,6.0,67.0,1758,https://www.fotmob.com/en-GB/matches/italy-vs-malta/2b0sk9#4044691,Malta,10.0,67.0,4.0,1.13,18.0,4.0,0.0,0.0,615,91.0,13.0,12.0,9.0,5.0,1.0,11.0,7.0,0.69,0.44,1.13,1.48,677,207.0,408.0,41.0,80.0,5.0,21.0,15.0,38.0,2.0,0.0,0.0,7.0,70.0,3.0,2.0,2.0,0.0,34.0,29.0,44.0,5.0,42.0,7.0,44.0
Croatia,2023-10-15T18:45:00.000Z,Cardiff City Stadium,Davide Massa,"31,240",EURO Qualification Grp. D Round 8,29.0,28.0,1.0,10,5,1.0,0.0,195,74.0,11,5,3.0,2.0,0.0,7.0,3.0,0.83,0.17,1.0,1.85,265,115.0,80.0,35.0,67.0,4.0,31.0,13.0,0,1.0,0.0,5.0,38.0,5.0,3.0,25.0,2.0,47.0,31.0,49.0,16.0,55.0,9.0,56.0,1759,https://www.fotmob.com/en-GB/matches/wales-vs-croatia/23oy7f#4044713,Wales,9.0,72.0,15.0,1.61,10.0,3.0,3.0,2.0,624,89.0,9.0,5.0,4.0,3.0,1.0,5.0,5.0,1.12,0.49,1.61,1.94,700,326.0,298.0,25.0,56.0,3.0,13.0,20.0,14.0,0.0,2.0,0.0,9.0,82.0,5.0,2.0,16.0,3.0,45.0,32.0,51.0,13.0,45.0,11.0,79.0
Wales,2023-10-15T18:45:00.000Z,Cardiff City Stadium,Davide Massa,"31,240",EURO Qualification Grp. D Round 8,9.0,72.0,1.61,10,3,3.0,2.0,624,89.0,9,5,4.0,3.0,1.0,5.0,5.0,1.12,0.49,1.61,1.94,700,326.0,298.0,25.0,56.0,3.0,13.0,20.0,0,2.0,0.0,9.0,82.0,5.0,2.0,16.0,3.0,45.0,32.0,51.0,13.0,45.0,11.0,79.0,1759,https://www.fotmob.com/en-GB/matches/wales-vs-croatia/23oy7f#4044713,Croatia,29.0,28.0,14.0,1.0,10.0,5.0,1.0,0.0,195,74.0,11.0,5.0,3.0,2.0,0.0,7.0,3.0,0.83,0.17,1.0,1.85,265,115.0,80.0,35.0,67.0,4.0,31.0,13.0,15.0,0.0,1.0,0.0,5.0,38.0,5.0,3.0,25.0,2.0,47.0,31.0,49.0,16.0,55.0,9.0,56.0
Cyprus,2023-10-15T13:00:00.000Z,Mikheil Meskhis sakhelobis Stadioni,Robert Jones,"15,871",EURO Qualification Grp. A Round 8,74.0,60.0,1.82,12,6,2.0,0.0,557,90.0,16,2,3.0,3.0,0.0,8.0,4.0,0.98,0.05,1.03,2.79,622,345.0,212.0,32.0,56.0,2.0,13.0,15.0,0,1.0,0.0,8.0,67.0,11.0,0.0,9.0,5.0,34.0,28.0,42.0,6.0,26.0,6.0,38.0,1760,https://www.fotmob.com/en-GB/matches/cyprus-vs-georgia/1mv5h3#4044607,Georgia,126.0,40.0,17.0,0.57,10.0,5.0,0.0,0.0,335,83.0,12.0,4.0,5.0,0.0,0.0,5.0,5.0,0.28,0.28,0.57,1.12,404,219.0,116.0,26.0,58.0,4.0,27.0,17.0,12.0,1.0,2.0,0.0,9.0,56.0,12.0,3.0,9.0,2.0,55.0,38.0,58.0,17.0,74.0,6.0,55.0
Georgia,2023-10-15T13:00:00.000Z,Mikheil Meskhis sakhelobis Stadioni,Robert Jones,"15,871",EURO Qualification Grp. A Round 8,126.0,40.0,0.57,10,5,0.0,0.0,335,83.0,12,4,5.0,0.0,0.0,5.0,5.0,0.28,0.28,0.57,1.12,404,219.0,116.0,26.0,58.0,4.0,27.0,17.0,1,2.0,0.0,9.0,56.0,12.0,3.0,9.0,2.0,55.0,38.0,58.0,17.0,74.0,6.0,55.0,1760,https://www.fotmob.com/en-GB/matches/cyprus-vs-georgia/1mv5h3#4044607,Cyprus,74.0,60.0,12.0,1.82,12.0,6.0,2.0,0.0,557,90.0,16.0,2.0,3.0,3.0,0.0,8.0,4.0,0.98,0.05,1.03,2.79,622,345.0,212.0,32.0,56.0,2.0,13.0,15.0,17.0,0.0,1.0,0.0,8.0,67.0,11.0,0.0,9.0,5.0,34.0,28.0,42.0,6.0,26.0,6.0,38.0
Faroe Islands,2023-10-15T16:00:00.000Z,Doosan Aréna,Rohit Saggi,"9,115",EURO Qualification Grp. E Round 8,34.0,70.0,2.76,29,7,2.0,1.0,497,83.0,10,10,16.0,6.0,2.0,18.0,11.0,1.4,0.57,1.97,1.76,598,131.0,366.0,28.0,54.0,13.0,38.0,30.0,2,3.0,0.0,7.0,70.0,7.0,2.0,9.0,1.0,57.0,29.0,52.0,28.0,62.0,7.0,44.0,1761,https://www.fotmob.com/en-GB/matches/faroe-islands-vs-czechia/2bogoj#4044732,Czechia,139.0,30.0,46.0,0.34,5.0,1.0,0.0,0.0,160,62.0,15.0,1.0,2.0,2.0,0.0,3.0,2.0,0.24,0.1,0.34,0.32,259,80.0,80.0,23.0,32.0,1.0,14.0,13.0,5.0,0.0,4.0,0.0,11.0,65.0,13.0,5.0,51.0,6.0,44.0,27.0,48.0,17.0,38.0,1.0,17.0
Czechia,2023-10-15T16:00:00.000Z,Doosan Aréna,Rohit Saggi,"9,115",EURO Qualification Grp. E Round 8,139.0,30.0,0.34,5,1,0.0,0.0,160,62.0,15,1,2.0,2.0,0.0,3.0,2.0,0.24,0.1,0.34,0.32,259,80.0,80.0,23.0,32.0,1.0,14.0,13.0,0,4.0,0.0,11.0,65.0,13.0,5.0,51.0,6.0,44.0,27.0,48.0,17.0,38.0,1.0,17.0,1761,https://www.fotmob.com/en-GB/matches/faroe-islands-vs-czechia/2bogoj#4044732,Faroe Islands,34.0,70.0,5.0,2.76,29.0,7.0,2.0,1.0,497,83.0,10.0,10.0,16.0,6.0,2.0,18.0,11.0,1.4,0.57,1.97,1.76,598,131.0,366.0,28.0,54.0,13.0,38.0,30.0,46.0,2.0,3.0,0.0,7.0,70.0,7.0,2.0,9.0,1.0,57.0,29.0,52.0,28.0,62.0,7.0,44.0
Belarus,2023-10-15T16:00:00.000Z,kybunpark,João Pedro Silva Pinheiro,"17,000",EURO Qualification Grp. I Round 8,19.0,78.0,3.2,24,7,7.0,5.0,591,89.0,10,9,14.0,3.0,1.0,15.0,9.0,2.03,1.17,3.2,4.68,663,110.0,481.0,25.0,64.0,10.0,24.0,21.0,4,1.0,0.0,5.0,83.0,6.0,1.0,5.0,0.0,41.0,26.0,60.0,15.0,65.0,6.0,86.0,1762,https://www.fotmob.com/en-GB/matches/switzerland-vs-belarus/2brnrm#4044655,Switzerland,98.0,22.0,37.0,1.09,7.0,3.0,2.0,0.0,121,62.0,14.0,2.0,3.0,1.0,0.0,6.0,1.0,1.07,0.02,1.09,1.11,194,72.0,49.0,24.0,38.0,3.0,75.0,9.0,9.0,2.0,5.0,0.0,1.0,17.0,8.0,4.0,51.0,4.0,25.0,17.0,40.0,8.0,35.0,1.0,25.0
Switzerland,2023-10-15T16:00:00.000Z,kybunpark,João Pedro Silva Pinheiro,"17,000",EURO Qualification Grp. I Round 8,98.0,22.0,1.09,7,3,2.0,0.0,121,62.0,14,2,3.0,1.0,0.0,6.0,1.0,1.07,0.02,1.09,1.11,194,72.0,49.0,24.0,38.0,3.0,75.0,9.0,2,5.0,0.0,1.0,17.0,8.0,4.0,51.0,4.0,25.0,17.0,40.0,8.0,35.0,1.0,25.0,1762,https://www.fotmob.com/en-GB/matches/switzerland-vs-belarus/2brnrm#4044655,Belarus,19.0,78.0,9.0,3.2,24.0,7.0,7.0,5.0,591,89.0,10.0,9.0,14.0,3.0,1.0,15.0,9.0,2.03,1.17,3.2,4.68,663,110.0,481.0,25.0,64.0,10.0,24.0,21.0,37.0,4.0,1.0,0.0,5.0,83.0,6.0,1.0,5.0,0.0,41.0,26.0,60.0,15.0,65.0,6.0,86.0
Spain,2023-10-15T18:45:00.000Z,Ullevaal Stadion,Tobias Stieler,"25,885",EURO Qualification Grp. A Round 8,46.0,33.0,0.41,5,2,0.0,0.0,279,79.0,11,3,2.0,1.0,0.0,5.0,0.0,0.36,0.05,0.41,0.17,354,195.0,84.0,23.0,50.0,1.0,7.0,13.0,0,2.0,0.0,9.0,69.0,4.0,4.0,17.0,1.0,38.0,31.0,45.0,7.0,33.0,10.0,50.0,1763,https://www.fotmob.com/en-GB/matches/spain-vs-norway/1ww90q#4044568,Norway,8.0,67.0,13.0,0.65,13.0,2.0,1.0,1.0,657,90.0,9.0,1.0,7.0,4.0,0.0,9.0,4.0,0.64,0.01,0.65,0.44,730,311.0,346.0,57.0,72.0,5.0,33.0,20.0,30.0,3.0,4.0,0.0,5.0,26.0,3.0,1.0,17.0,2.0,52.0,38.0,55.0,14.0,67.0,10.0,59.0
Norway,2023-10-15T18:45:00.000Z,Ullevaal Stadion,Tobias Stieler,"25,885",EURO Qualification Grp. A Round 8,8.0,67.0,0.65,13,2,1.0,1.0,657,90.0,9,1,7.0,4.0,0.0,9.0,4.0,0.64,0.01,0.65,0.44,730,311.0,346.0,57.0,72.0,5.0,33.0,20.0,3,4.0,0.0,5.0,26.0,3.0,1.0,17.0,2.0,52.0,38.0,55.0,14.0,67.0,10.0,59.0,1763,https://www.fotmob.com/en-GB/matches/spain-vs-norway/1ww90q#4044568,Spain,46.0,33.0,30.0,0.41,5.0,2.0,0.0,0.0,279,79.0,11.0,3.0,2.0,1.0,0.0,5.0,0.0,0.36,0.05,0.41,0.17,354,195.0,84.0,23.0,50.0,1.0,7.0,13.0,13.0,0.0,2.0,0.0,9.0,69.0,4.0,4.0,17.0,1.0,38.0,31.0,45.0,7.0,33.0,10.0,50.0
Moldova,2023-10-15T18:45:00.000Z,Stadion Narodowy,Artur Manuel Ribeiro Soares Dias,"51,672",EURO Qualification Grp. E Round 8,26.0,72.0,2.44,21,7,4.0,3.0,483,79.0,10,8,7.0,7.0,0.0,18.0,3.0,2.12,0.33,2.44,4.03,608,199.0,284.0,15.0,29.0,12.0,29.0,26.0,0,1.0,0.0,9.0,53.0,3.0,2.0,25.0,0.0,65.0,42.0,57.0,23.0,43.0,11.0,52.0,1764,https://www.fotmob.com/en-GB/matches/moldova-vs-poland/1peuhj#4044733,Poland,152.0,28.0,45.0,0.33,4.0,1.0,1.0,0.0,116,50.0,14.0,6.0,1.0,2.0,0.0,2.0,2.0,0.06,0.26,0.33,0.89,232,50.0,66.0,24.0,35.0,4.0,21.0,24.0,19.0,1.0,6.0,0.0,11.0,61.0,21.0,7.0,47.0,6.0,62.0,32.0,43.0,30.0,57.0,5.0,29.0
Poland,2023-10-15T18:45:00.000Z,Stadion Narodowy,Artur Manuel Ribeiro Soares Dias,"51,672",EURO Qualification Grp. E Round 8,152.0,28.0,0.33,4,1,1.0,0.0,116,50.0,14,6,1.0,2.0,0.0,2.0,2.0,0.06,0.26,0.33,0.89,232,50.0,66.0,24.0,35.0,4.0,21.0,24.0,1,6.0,0.0,11.0,61.0,21.0,7.0,47.0,6.0,62.0,32.0,43.0,30.0,57.0,5.0,29.0,1764,https://www.fotmob.com/en-GB/matches/moldova-vs-poland/1peuhj#4044733,Moldova,26.0,72.0,19.0,2.44,21.0,7.0,4.0,3.0,483,79.0,10.0,8.0,7.0,7.0,0.0,18.0,3.0,2.12,0.33,2.44,4.03,608,199.0,284.0,15.0,29.0,12.0,29.0,26.0,45.0,0.0,1.0,0.0,9.0,53.0,3.0,2.0,25.0,0.0,65.0,42.0,57.0,23.0,43.0,11.0,52.0
Andorra,2023-10-15T18:45:00.000Z,Arena Naţională,Kristo Tohver,"21,723",EURO Qualification Grp. I Round 8,47.0,79.0,1.67,17,9,3.0,1.0,588,90.0,8,5,6.0,2.0,0.0,9.0,8.0,0.55,0.33,0.88,3.21,654,250.0,338.0,62.0,82.0,7.0,44.0,21.0,2,1.0,0.0,5.0,42.0,9.0,1.0,4.0,0.0,56.0,31.0,53.0,25.0,71.0,7.0,50.0,1765,https://www.fotmob.com/en-GB/matches/romania-vs-andorra/38f7fm#4044656,Romania,162.0,21.0,40.0,0.19,3.0,0.0,0.0,0.0,97,54.0,12.0,0.0,2.0,1.0,0.0,3.0,0.0,0.06,0.19,0.19,0.0,178,69.0,28.0,12.0,18.0,1.0,25.0,22.0,7.0,3.0,5.0,1.0,6.0,43.0,7.0,2.0,14.0,5.0,38.0,28.0,47.0,10.0,29.0,7.0,58.0
Romania,2023-10-15T18:45:00.000Z,Arena Naţională,Kristo Tohver,"21,723",EURO Qualification Grp. I Round 8,162.0,21.0,0.19,3,0,0.0,0.0,97,54.0,12,0,2.0,1.0,0.0,3.0,0.0,0.06,0.19,0.19,0.0,178,69.0,28.0,12.0,18.0,1.0,25.0,22.0,3,5.0,1.0,6.0,43.0,7.0,2.0,14.0,5.0,38.0,28.0,47.0,10.0,29.0,7.0,58.0,1765,https://www.fotmob.com/en-GB/matches/romania-vs-andorra/38f7fm#4044656,Andorra,47.0,79.0,7.0,1.67,17.0,9.0,3.0,1.0,588,90.0,8.0,5.0,6.0,2.0,0.0,9.0,8.0,0.55,0.33,0.88,3.21,654,250.0,338.0,62.0,82.0,7.0,44.0,21.0,40.0,2.0,1.0,0.0,5.0,42.0,9.0,1.0,4.0,0.0,56.0,31.0,53.0,25.0,71.0,7.0,50.0
Latvia,2023-10-15T18:45:00.000Z,Konya Büyükşehir Belediye Stadyumu,Enea Jorgji,"35,925",EURO Qualification Grp. D Round 8,42.0,67.0,2.3,18,8,7.0,4.0,501,86.0,9,9,10.0,0.0,1.0,12.0,6.0,1.81,0.49,2.3,3.22,580,222.0,279.0,41.0,63.0,10.0,28.0,28.0,1,4.0,0.0,5.0,100.0,7.0,2.0,15.0,1.0,43.0,26.0,54.0,17.0,47.0,9.0,69.0,1766,https://www.fotmob.com/en-GB/matches/latvia-vs-turkiye/19pf7s#4044712,Türkiye,138.0,33.0,47.0,0.96,9.0,2.0,3.0,3.0,198,71.0,12.0,5.0,6.0,1.0,1.0,7.0,2.0,0.45,0.51,0.96,0.21,280,131.0,67.0,22.0,47.0,6.0,35.0,15.0,14.0,3.0,4.0,0.0,6.0,46.0,9.0,0.0,41.0,4.0,41.0,22.0,46.0,19.0,53.0,1.0,50.0
Türkiye,2023-10-15T18:45:00.000Z,Konya Büyükşehir Belediye Stadyumu,Enea Jorgji,"35,925",EURO Qualification Grp. D Round 8,138.0,33.0,0.96,9,2,3.0,3.0,198,71.0,12,5,6.0,1.0,1.0,7.0,2.0,0.45,0.51,0.96,0.21,280,131.0,67.0,22.0,47.0,6.0,35.0,15.0,3,4.0,0.0,6.0,46.0,9.0,0.0,41.0,4.0,41.0,22.0,46.0,19.0,53.0,1.0,50.0,1766,https://www.fotmob.com/en-GB/matches/latvia-vs-turkiye/19pf7s#4044712,Latvia,42.0,67.0,14.0,2.3,18.0,8.0,7.0,4.0,501,86.0,9.0,9.0,10.0,0.0,1.0,12.0,6.0,1.81,0.49,2.3,3.22,580,222.0,279.0,41.0,63.0,10.0,28.0,28.0,47.0,1.0,4.0,0.0,5.0,100.0,7.0,2.0,15.0,1.0,43.0,26.0,54.0,17.0,47.0,9.0,69.0
Israel,2023-11-12T19:45:00.000Z,Stadiumi Fadil Vokrri,Ivan Kružliak,"5,245",EURO Qualification Grp. I Round 8,105.0,34.0,1.56,13,7,1.0,1.0,161,64.0,18,3,3.0,3.0,0.0,10.0,3.0,1.48,0.08,1.56,0.88,253,53.0,108.0,24.0,36.0,1.0,6.0,22.0,2,3.0,0.0,17.0,53.0,10.0,2.0,30.0,2.0,63.0,49.0,57.0,14.0,42.0,6.0,67.0,1767,https://www.fotmob.com/en-GB/matches/israel-vs-kosovo/187mb9nh#4044657,Kosovo,79.0,66.0,20.0,0.53,9.0,2.0,1.0,1.0,408,81.0,11.0,0.0,5.0,2.0,0.0,5.0,4.0,0.47,0.06,0.53,0.03,502,235.0,173.0,19.0,39.0,3.0,20.0,30.0,17.0,0.0,1.0,1.0,5.0,63.0,4.0,3.0,19.0,6.0,56.0,37.0,43.0,19.0,58.0,13.0,46.0
Kosovo,2023-11-12T19:45:00.000Z,Stadiumi Fadil Vokrri,Ivan Kružliak,"5,245",EURO Qualification Grp. I Round 8,79.0,66.0,0.53,9,2,1.0,1.0,408,81.0,11,0,5.0,2.0,0.0,5.0,4.0,0.47,0.06,0.53,0.03,502,235.0,173.0,19.0,39.0,3.0,20.0,30.0,0,1.0,1.0,5.0,63.0,4.0,3.0,19.0,6.0,56.0,37.0,43.0,19.0,58.0,13.0,46.0,1767,https://www.fotmob.com/en-GB/matches/israel-vs-kosovo/187mb9nh#4044657,Israel,105.0,34.0,17.0,1.56,13.0,7.0,1.0,1.0,161,64.0,18.0,3.0,3.0,3.0,0.0,10.0,3.0,1.48,0.08,1.56,0.88,253,53.0,108.0,24.0,36.0,1.0,6.0,22.0,20.0,2.0,3.0,0.0,17.0,53.0,10.0,2.0,30.0,2.0,63.0,49.0,57.0,14.0,42.0,6.0,67.0
Hungary,2023-11-16T17:00:00.000Z,Stadion Vasil Levski,Daniel Stefanski,230,EURO Qualification Grp. G Round 9,82.0,41.0,1.11,3,2,1.0,0.0,286,74.0,14,0,1.0,0.0,0.0,3.0,0.0,0.32,0.0,0.32,1.14,389,210.0,76.0,29.0,42.0,1.0,20.0,20.0,2,2.0,1.0,7.0,54.0,8.0,5.0,20.0,4.0,45.0,29.0,52.0,16.0,55.0,4.0,57.0,1768,https://www.fotmob.com/en-GB/matches/hungary-vs-bulgaria/2w9xm7#4044754,Bulgaria,27.0,59.0,11.0,2.74,20.0,5.0,5.0,4.0,455,84.0,14.0,6.0,10.0,5.0,0.0,12.0,8.0,1.39,1.35,2.74,1.85,544,221.0,234.0,34.0,49.0,8.0,32.0,27.0,30.0,2.0,1.0,1.0,3.0,75.0,5.0,0.0,5.0,0.0,40.0,27.0,48.0,13.0,45.0,10.0,56.0
Bulgaria,2023-11-16T17:00:00.000Z,Stadion Vasil Levski,Daniel Stefanski,230,EURO Qualification Grp. G Round 9,27.0,59.0,2.74,20,5,5.0,4.0,455,84.0,14,6,10.0,5.0,0.0,12.0,8.0,1.39,1.35,2.74,1.85,544,221.0,234.0,34.0,49.0,8.0,32.0,27.0,2,1.0,1.0,3.0,75.0,5.0,0.0,5.0,0.0,40.0,27.0,48.0,13.0,45.0,10.0,56.0,1768,https://www.fotmob.com/en-GB/matches/hungary-vs-bulgaria/2w9xm7#4044754,Hungary,82.0,41.0,30.0,1.11,3.0,2.0,1.0,0.0,286,74.0,14.0,0.0,1.0,0.0,0.0,3.0,0.0,0.32,0.0,0.32,1.14,389,210.0,76.0,29.0,42.0,1.0,20.0,20.0,11.0,2.0,2.0,1.0,7.0,54.0,8.0,5.0,20.0,4.0,45.0,29.0,52.0,16.0,55.0,4.0,57.0
Spain,2023-11-16T17:00:00.000Z,Alphamega Stadium,Mykola Balakin,"9,667",EURO Qualification Grp. A Round 9,126.0,23.0,0.52,4,3,1.0,0.0,167,70.0,10,0,0.0,1.0,0.0,1.0,3.0,0.52,0.0,0.52,1.51,237,108.0,59.0,23.0,45.0,0.0,0.0,19.0,2,4.0,0.0,9.0,90.0,6.0,3.0,21.0,2.0,29.0,23.0,41.0,6.0,38.0,4.0,36.0,1769,https://www.fotmob.com/en-GB/matches/cyprus-vs-spain/1am93l#4044569,Cyprus,8.0,77.0,2.0,2.05,14.0,5.0,4.0,1.0,707,92.0,11.0,8.0,5.0,4.0,1.0,10.0,4.0,1.8,0.24,2.05,2.91,771,255.0,452.0,22.0,71.0,11.0,44.0,13.0,31.0,1.0,1.0,0.0,10.0,67.0,6.0,0.0,2.0,2.0,43.0,33.0,59.0,10.0,63.0,9.0,60.0
