opp,datetime,stadium,attribute_3,attribute_4,competition,ranking,possession,expected_goals_(xg),total_shots,shots_on_target,big_chances,big_chances_missed,accurate_passes,accurate_passes_pc,fouls_committed,corners,shots_off_target,blocked_shots,hit_woodwork,shots_inside_box,shots_outside_box,xg_open_play,xg_set_play,non-penalty_xg,xg_on_target_(xgot),passes,own_half,opposition_half,accurate_long_balls,accurate_long_balls_pc,accurate_crosses,accurate_crosses_pc,throws,offsides,yellow_cards,red_cards,tackles_won,tackles_won_pc,interceptions,blocks,clearances,keeper_saves,duels_won,ground_duels_won,ground_duels_won_pc,aerial_duels_won,aerial_duels_won_pc,successful_dribbles,successful_dribbles_pc,game_id,url,team,opp_ranking,opp_possession,touches_in_opposition_box,conc_expected_goals_(xg),conc_total_shots,conc_shots_on_target,conc_big_chances,conc_big_chances_missed,conc_accurate_passes,conc_accurate_passes_pc,conc_fouls_committed,conc_corners,conc_shots_off_target,conc_blocked_shots,conc_hit_woodwork,conc_shots_inside_box,conc_shots_outside_box,conc_xg_open_play,conc_xg_set_play,conc_non-penalty_xg,conc_xg_on_target_(xgot),conc_passes,conc_own_half,conc_opposition_half,conc_accurate_long_balls,conc_accurate_long_balls_pc,conc_accurate_crosses,conc_accurate_crosses_pc,conc_throws,conc_touches_in_opposition_box,conc_offsides,conc_yellow_cards,conc_red_cards,conc_tackles_won,conc_tackles_won_pc,conc_interceptions,conc_blocks,conc_clearances,conc_keeper_saves,conc_duels_won,conc_ground_duels_won,conc_ground_duels_won_pc,conc_aerial_duels_won,conc_aerial_duels_won_pc,conc_successful_dribbles,conc_successful_dribbles_pc
Scotland,2023-11-19T19:45:00.000Z,Hampden Park,Horațiu Mircea Feșnic,"48,138",EURO Qualification Grp. A Round 10,46,50,2.20,13,7,4,2,396,87,20,4,3,3,0,10,3,2.10,0.11,2.20,2.50,455,229,167,24,49,6,33,19,0,3,0,9,69,8,3,15,0,43,34,52,9,45,7,58,1785,https://www.fotmob.com/en-GB/matches/norway-vs-scotland/2dxuw3#4044564,Norway,39,50,24,1.21,9,2,2,1,390,87,14,6,3,4,0,6,3,0.30,0.13,0.42,1.20,447,183,207,28,62,3,14,14,16,0,1,0,7,70,5,4,9,3,43,32,48,11,55,4,40
Georgia,2023-11-19T19:45:00.000Z,Estadio Municipal José Zorrilla,Ovidiu Alin Hațegan,"24,146",EURO Qualification Grp. A Round 10,8,76,1.97,20,9,3,1,730,92,9,9,7,4,0,11,9,1.41,0.56,1.97,3.65,792,164,566,27,82,6,21,15,2,2,0,10,63,2,2,5,0,44,37,51,7,58,13,52,1786,https://www.fotmob.com/en-GB/matches/spain-vs-georgia/1uvqvu#4044570,Spain,74,24,43,0.53,8,1,0,0,194,76,9,3,5,2,0,2,6,0.37,0.16,0.53,0.26,255,145,49,21,43,1,25,10,6,0,2,0,11,55,13,4,27,7,40,35,49,5,42,7,44
Spain,2023-11-19T19:45:00.000Z,Estadio Municipal José Zorrilla,Ovidiu Alin Hațegan,"24,146",EURO Qualification Grp. A Round 10,74,24,0.53,8,1,0,0,194,76,9,3,5,2,0,2,6,0.37,0.16,0.53,0.26,255,145,49,21,43,1,25,10,0,2,0,11,55,13,4,27,7,40,35,49,5,42,7,44,1786,https://www.fotmob.com/en-GB/matches/spain-vs-georgia/1uvqvu#4044570,Georgia,8,76,6,1.97,20,9,3,1,730,92,9,9,7,4,0,11,9,1.41,0.56,1.97,3.65,792,164,566,27,82,6,21,15,43,2,2,0,10,63,2,2,5,0,44,37,51,7,58,13,52
Faroe Islands,2023-11-20T19:45:00.000Z,Air Albania Stadium,Sven Jablonski,"21,456",EURO Qualification Grp. E Round 10,66,64,0.95,8,4,1,1,546,85,6,2,2,2,0,5,3,0.90,0.05,0.95,1.32,641,318,228,48,63,3,25,29,5,1,0,11,73,3,4,19,0,54,35,53,19,44,7,35,1787,https://www.fotmob.com/en-GB/matches/faroe-islands-vs-albania/2rmk04#4044737,Albania,139,36,21,0.62,10,0,0,0,263,73,17,3,6,4,0,7,3,0.26,0.36,0.62,0.00,360,135,128,29,41,5,36,21,19,0,2,0,11,52,10,2,22,4,55,31,47,24,56,4,57
Albania,2023-11-20T19:45:00.000Z,Air Albania Stadium,Sven Jablonski,"21,456",EURO Qualification Grp. E Round 10,139,36,0.62,10,0,0,0,263,73,17,3,6,4,0,7,3,0.26,0.36,0.62,0.00,360,135,128,29,41,5,36,21,0,2,0,11,52,10,2,22,4,55,31,47,24,56,4,57,1787,https://www.fotmob.com/en-GB/matches/faroe-islands-vs-albania/2rmk04#4044737,Faroe Islands,66,64,19,0.95,8,4,1,1,546,85,6,2,2,2,0,5,3,0.90,0.05,0.95,1.32,641,318,228,48,63,3,25,29,21,5,1,0,11,73,3,4,19,0,54,35,53,19,44,7,35
Moldova,2023-11-20T19:45:00.000Z,Andrův stadion,Sandro Schärer,"11,653",EURO Qualification Grp. E Round 10,34,54,1.97,22,7,4,3,315,80,16,4,8,7,0,13,9,1.04,0.93,1.97,2.09,393,144,171,28,49,4,27,25,1,1,0,16,73,6,2,30,3,68,44,51,24,60,6,55,1788,https://www.fotmob.com/en-GB/matches/moldova-vs-czechia/1osqij#4044736,Czechia,152,46,30,0.38,10,3,1,1,240,74,16,4,5,2,0,4,6,0.26,0.13,0.38,0.42,323,129,111,41,54,4,22,29,11,0,4,1,8,62,5,6,16,4,59,43,49,16,40,16,62
Czechia,2023-11-20T19:45:00.000Z,Andrův stadion,Sandro Schärer,"11,653",EURO Qualification Grp. E Round 10,152,46,0.38,10,3,1,1,240,74,16,4,5,2,0,4,6,0.26,0.13,0.38,0.42,323,129,111,41,54,4,22,29,0,4,1,8,62,5,6,16,4,59,43,49,16,40,16,62,1788,https://www.fotmob.com/en-GB/matches/moldova-vs-czechia/1osqij#4044736,Moldova,34,54,11,1.97,22,7,4,3,315,80,16,4,8,7,0,13,9,1.04,0.93,1.97,2.09,393,144,171,28,49,4,27,25,30,1,1,0,16,73,6,2,30,3,68,44,51,24,60,6,55
England,2023-11-20T19:45:00.000Z,Toše Proeski Arena,Filip Glova,"27,982",EURO Qualification Grp. C Round 10,71,25,1.05,5,3,2,1,152,68,16,1,1,1,0,3,2,0.05,0.21,0.27,1.99,222,70,82,19,40,1,20,13,1,1,0,9,56,9,7,25,3,45,35,47,10,48,5,50,1789,https://www.fotmob.com/en-GB/matches/north-macedonia-vs-england/2bjfn7#4044697,North Macedonia,5,75,8,1.26,16,2,2,2,582,89,15,6,7,7,1,9,7,1.03,0.24,1.26,0.34,653,239,343,15,52,6,29,16,29,3,2,0,7,58,4,1,3,2,50,39,53,11,52,11,65
North Macedonia,2023-11-20T19:45:00.000Z,Toše Proeski Arena,Filip Glova,"27,982",EURO Qualification Grp. C Round 10,5,75,1.26,16,2,2,2,582,89,15,6,7,7,1,9,7,1.03,0.24,1.26,0.34,653,239,343,15,52,6,29,16,3,2,0,7,58,4,1,3,2,50,39,53,11,52,11,65,1789,https://www.fotmob.com/en-GB/matches/north-macedonia-vs-england/2bjfn7#4044697,England,71,25,29,1.05,5,3,2,1,152,68,16,1,1,1,0,3,2,0.05,0.21,0.27,1.99,222,70,82,19,40,1,20,13,8,1,1,0,9,56,9,7,25,3,45,35,47,10,48,5,50
Denmark,2023-11-20T19:45:00.000Z,Windsor Park,Jérôme Brisard,"17,366",EURO Qualification Grp. H Round 10,73,20,0.91,7,2,1,0,105,53,6,2,3,2,1,5,2,0.87,0.04,0.91,0.86,198,49,56,19,30,2,25,16,1,2,0,8,53,8,4,47,5,50,27,45,23,52,4,27,1790,https://www.fotmob.com/en-GB/matches/denmark-vs-northern-ireland/2tuzkf#4044805,Northern Ireland,21,80,8,1.09,14,3,2,2,664,87,8,10,7,4,0,8,6,1.03,0.05,1.09,0.66,760,306,358,21,41,12,31,22,45,0,2,0,13,65,6,2,16,0,54,33,55,21,48,8,57
Northern Ireland,2023-11-20T19:45:00.000Z,Windsor Park,Jérôme Brisard,"17,366",EURO Qualification Grp. H Round 10,21,80,1.09,14,3,2,2,664,87,8,10,7,4,0,8,6,1.03,0.05,1.09,0.66,760,306,358,21,41,12,31,22,0,2,0,13,65,6,2,16,0,54,33,55,21,48,8,57,1790,https://www.fotmob.com/en-GB/matches/denmark-vs-northern-ireland/2tuzkf#4044805,Denmark,73,20,45,0.91,7,2,1,0,105,53,6,2,3,2,1,5,2,0.87,0.04,0.91,0.86,198,49,56,19,30,2,25,16,8,1,2,0,8,53,8,4,47,5,50,27,45,23,52,4,27
Finland,2023-11-20T19:45:00.000Z,Stadio Olimpico di Serravalle,Manfredas Lukjančukas,"1,427",EURO Qualification Grp. H Round 10,210,20,0.94,4,1,1,0,125,61,17,2,1,2,0,4,0,0.07,0.09,0.15,0.99,206,84,41,18,28,0,0,10,1,5,0,10,59,14,6,29,3,39,33,43,6,32,5,63,1791,https://www.fotmob.com/en-GB/matches/san-marino-vs-finland/1lkop6#4044807,San Marino,63,80,5,2.37,14,5,4,2,724,88,12,6,2,7,1,11,3,1.54,0.82,2.37,2.21,823,350,374,29,74,6,38,29,39,1,2,0,6,86,7,2,6,0,56,43,57,13,68,19,68
San Marino,2023-11-20T19:45:00.000Z,Stadio Olimpico di Serravalle,Manfredas Lukjančukas,"1,427",EURO Qualification Grp. H Round 10,63,80,2.37,14,5,4,2,724,88,12,6,2,7,1,11,3,1.54,0.82,2.37,2.21,823,350,374,29,74,6,38,29,1,2,0,6,86,7,2,6,0,56,43,57,13,68,19,68,1791,https://www.fotmob.com/en-GB/matches/san-marino-vs-finland/1lkop6#4044807,Finland,210,20,39,0.94,4,1,1,0,125,61,17,2,1,2,0,4,0,0.07,0.09,0.15,0.99,206,84,41,18,28,0,0,10,5,1,5,0,10,59,14,6,29,3,39,33,43,6,32,5,63
Kazakhstan,2023-11-20T19:45:00.000Z,Stadion Stožice,Szymon Marciniak,"16,432",EURO Qualification Grp. H Round 10,57,60,1.49,13,6,2,1,403,76,11,4,3,4,0,8,5,0.50,0.20,0.70,2.16,532,187,216,34,46,3,19,35,1,1,0,20,71,10,2,18,2,74,51,64,23,47,6,55,1792,https://www.fotmob.com/en-GB/matches/slovenia-vs-kazakhstan/1msfur#4044806,Slovenia,109,40,17,0.81,8,3,2,1,247,70,17,3,3,2,0,5,3,0.73,0.08,0.81,1.11,355,155,92,31,40,5,38,26,9,1,4,0,9,75,12,5,29,3,55,29,36,26,53,8,33
Slovenia,2023-11-20T19:45:00.000Z,Stadion Stožice,Szymon Marciniak,"16,432",EURO Qualification Grp. H Round 10,109,40,0.81,8,3,2,1,247,70,17,3,3,2,0,5,3,0.73,0.08,0.81,1.11,355,155,92,31,40,5,38,26,1,4,0,9,75,12,5,29,3,55,29,36,26,53,8,33,1792,https://www.fotmob.com/en-GB/matches/slovenia-vs-kazakhstan/1msfur#4044806,Kazakhstan,57,60,9,1.49,13,6,2,1,403,76,11,4,3,4,0,8,5,0.50,0.20,0.70,2.16,532,187,216,34,46,3,19,35,17,1,1,0,20,71,10,2,18,2,74,51,64,23,47,6,55
Italy,2023-11-20T19:45:00.000Z,BayArena,Jesús Gil Manzano,"26,403",EURO Qualification Grp. C Round 10,24,42,0.39,7,4,1,1,312,81,14,4,2,1,0,3,4,0.18,0.21,0.39,0.79,386,177,135,19,40,1,9,7,1,1,0,9,75,8,6,24,2,31,24,41,7,32,4,36,1793,https://www.fotmob.com/en-GB/matches/ukraine-vs-italy/1ual7n#4044696,Ukraine,10,58,17,1.64,17,2,2,2,454,85,9,9,8,7,0,8,9,1.19,0.44,1.64,0.75,535,186,268,26,59,7,33,16,31,3,1,0,7,54,7,1,12,4,50,35,59,15,68,8,47
Ukraine,2023-11-20T19:45:00.000Z,BayArena,Jesús Gil Manzano,"26,403",EURO Qualification Grp. C Round 10,10,58,1.64,17,2,2,2,454,85,9,9,8,7,0,8,9,1.19,0.44,1.64,0.75,535,186,268,26,59,7,33,16,3,1,0,7,54,7,1,12,4,50,35,59,15,68,8,47,1793,https://www.fotmob.com/en-GB/matches/ukraine-vs-italy/1ual7n#4044696,Italy,24,42,31,0.39,7,4,1,1,312,81,14,4,2,1,0,3,4,0.18,0.21,0.39,0.79,386,177,135,19,40,1,9,7,17,1,1,0,9,75,8,6,24,2,31,24,41,7,32,4,36
Israel,2023-11-21T19:45:00.000Z,Estadi Nacional,Sascha Stegemann,568,EURO Qualification Grp. I Round 10,162,16,0.38,7,2,1,1,76,52,7,1,3,2,1,4,3,0.18,0.20,0.38,0.77,146,39,37,11,23,2,29,23,1,4,0,6,75,10,3,31,7,24,12,34,12,50,2,50,1794,https://www.fotmob.com/en-GB/matches/israel-vs-andorra/2v4qah#4044662,Andorra,79,84,14,1.68,16,8,3,2,714,89,3,5,5,3,0,8,8,1.64,0.05,1.68,1.82,802,310,404,40,58,4,22,27,27,3,1,0,3,38,5,1,7,2,35,23,66,12,50,8,62
Andorra,2023-11-21T19:45:00.000Z,Estadi Nacional,Sascha Stegemann,568,EURO Qualification Grp. I Round 10,79,84,1.68,16,8,3,2,714,89,3,5,5,3,0,8,8,1.64,0.05,1.68,1.82,802,310,404,40,58,4,22,27,3,1,0,3,38,5,1,7,2,35,23,66,12,50,8,62,1794,https://www.fotmob.com/en-GB/matches/israel-vs-andorra/2v4qah#4044662,Israel,162,16,27,0.38,7,2,1,1,76,52,7,1,3,2,1,4,3,0.18,0.20,0.38,0.77,146,39,37,11,23,2,29,23,14,1,4,0,6,75,10,3,31,7,24,12,34,12,50,2,50
Armenia,2023-11-21T19:45:00.000Z,Stadion Maksimir,Ivan Kružliak,"20,398",EURO Qualification Grp. D Round 10,9,67,1.20,21,11,3,2,639,89,6,11,7,3,0,12,9,0.96,0.24,1.20,1.36,714,269,370,32,78,7,18,16,3,0,0,14,70,14,4,5,2,51,40,69,11,50,12,86,1795,https://www.fotmob.com/en-GB/matches/armenia-vs-croatia/2beq7e#4044716,Croatia,96,33,38,0.27,6,2,1,1,271,76,10,3,0,4,0,3,3,0.27,0.00,0.27,0.26,358,162,109,18,35,0,0,19,8,0,1,0,6,86,11,3,37,11,29,18,31,11,50,6,30
Croatia,2023-11-21T19:45:00.000Z,Stadion Maksimir,Ivan Kružliak,"20,398",EURO Qualification Grp. D Round 10,96,33,0.27,6,2,1,1,271,76,10,3,0,4,0,3,3,0.27,0.00,0.27,0.26,358,162,109,18,35,0,0,19,0,1,0,6,86,11,3,37,11,29,18,31,11,50,6,30,1795,https://www.fotmob.com/en-GB/matches/armenia-vs-croatia/2beq7e#4044716,Armenia,9,67,8,1.20,21,11,3,2,639,89,6,11,7,3,0,12,9,0.96,0.24,1.20,1.36,714,269,370,32,78,7,18,16,38,3,0,0,14,70,14,4,5,2,51,40,69,11,50,12,86
Netherlands,2023-11-21T19:45:00.000Z,Estádio Do Algarve,Arda Kardeşler,"2,280",EURO Qualification Grp. B Round 10,198,21,0.00,0,0,0,0,118,60,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,198,95,23,17,27,0,0,11,3,1,0,8,73,5,7,28,3,30,25,45,5,26,3,38,1796,https://www.fotmob.com/en-GB/matches/netherlands-vs-gibraltar/1osoeka0#4044677,Gibraltar,7,79,0,2.51,23,9,4,2,660,92,11,9,7,7,0,19,4,2.07,0.44,2.51,3.34,717,123,537,19,73,11,30,13,39,1,1,0,5,63,7,0,1,0,45,31,55,14,74,10,77
Gibraltar,2023-11-21T19:45:00.000Z,Estádio Do Algarve,Arda Kardeşler,"2,280",EURO Qualification Grp. B Round 10,7,79,2.51,23,9,4,2,660,92,11,9,7,7,0,19,4,2.07,0.44,2.51,3.34,717,123,537,19,73,11,30,13,1,1,0,5,63,7,0,1,0,45,31,55,14,74,10,77,1796,https://www.fotmob.com/en-GB/matches/netherlands-vs-gibraltar/1osoeka0#4044677,Netherlands,198,21,39,0.00,0,0,0,0,118,60,14,0,0,0,0,0,0,0.00,0.00,0.00,0.00,198,95,23,17,27,0,0,11,0,3,1,0,8,73,5,7,28,3,30,25,45,5,26,3,38
France,2023-11-21T19:45:00.000Z,OPAP Arena,Daniel Siebert,"24,820",EURO Qualification Grp. B Round 10,51,33,0.44,8,2,1,0,301,85,5,2,3,3,0,5,3,0.42,0.02,0.44,0.63,354,192,109,19,40,1,14,9,3,3,0,10,77,14,2,29,5,38,32,57,6,35,8,57,1797,https://www.fotmob.com/en-GB/matches/greece-vs-france/1f52gu#4044619,Greece,2,67,11,1.67,15,7,4,4,642,91,11,9,6,2,2,10,5,1.50,0.17,1.67,1.37,703,239,403,17,71,7,23,21,34,1,3,0,7,70,2,3,7,0,35,24,43,11,65,9,60
Greece,2023-11-21T19:45:00.000Z,OPAP Arena,Daniel Siebert,"24,820",EURO Qualification Grp. B Round 10,2,67,1.67,15,7,4,4,642,91,11,9,6,2,2,10,5,1.50,0.17,1.67,1.37,703,239,403,17,71,7,23,21,1,3,0,7,70,2,3,7,0,35,24,43,11,65,9,60,1797,https://www.fotmob.com/en-GB/matches/greece-vs-france/1f52gu#4044619,France,51,33,34,0.44,8,2,1,0,301,85,5,2,3,3,0,5,3,0.42,0.02,0.44,0.63,354,192,109,19,40,1,14,9,11,3,3,0,10,77,14,2,29,5,38,32,57,6,35,8,57
Belarus,2023-11-21T19:45:00.000Z,Stadiumi Fadil Vokrri,Georgi Kabakov,"5,026",EURO Qualification Grp. I Round 10,105,63,0.76,18,4,0,0,347,80,14,8,7,7,0,7,11,0.46,0.30,0.76,0.60,433,128,219,35,57,4,13,31,1,5,0,10,91,6,1,13,0,46,37,53,9,27,12,80,1798,https://www.fotmob.com/en-GB/matches/belarus-vs-kosovo/18igf437#4044663,Kosovo,98,37,17,0.17,6,1,1,1,163,63,13,1,4,1,0,3,3,0.13,0.04,0.17,0.20,257,92,71,18,30,5,33,18,11,2,5,0,10,67,13,7,39,4,57,33,47,24,73,6,60
Kosovo,2023-11-21T19:45:00.000Z,Stadiumi Fadil Vokrri,Georgi Kabakov,"5,026",EURO Qualification Grp. I Round 10,98,37,0.17,6,1,1,1,163,63,13,1,4,1,0,3,3,0.13,0.04,0.17,0.20,257,92,71,18,30,5,33,18,2,5,0,10,67,13,7,39,4,57,33,47,24,73,6,60,1798,https://www.fotmob.com/en-GB/matches/belarus-vs-kosovo/18igf437#4044663,Belarus,105,63,11,0.76,18,4,0,0,347,80,14,8,7,7,0,7,11,0.46,0.30,0.76,0.60,433,128,219,35,57,4,13,31,17,1,5,0,10,91,6,1,13,0,46,37,53,9,27,12,80
Switzerland,2023-11-21T19:45:00.000Z,Arena Naţională,Davide Massa,"50,224",EURO Qualification Grp. I Round 10,47,36,0.88,9,4,1,0,272,81,13,1,3,2,0,3,6,0.85,0.03,0.88,1.14,336,148,124,22,47,2,33,24,3,4,0,5,31,6,2,20,4,45,40,52,5,42,13,62,1799,https://www.fotmob.com/en-GB/matches/switzerland-vs-romania/28jaw2#4044661,Romania,19,64,18,1.24,11,4,3,3,508,88,11,6,5,2,0,7,4,1.08,0.16,1.24,1.70,579,254,254,25,61,6,26,21,22,1,2,0,10,63,5,2,9,3,44,37,48,7,58,9,47
Romania,2023-11-21T19:45:00.000Z,Arena Naţională,Davide Massa,"50,224",EURO Qualification Grp. I Round 10,19,64,1.24,11,4,3,3,508,88,11,6,5,2,0,7,4,1.08,0.16,1.24,1.70,579,254,254,25,61,6,26,21,1,2,0,10,63,5,2,9,3,44,37,48,7,58,9,47,1799,https://www.fotmob.com/en-GB/matches/switzerland-vs-romania/28jaw2#4044661,Switzerland,47,36,22,0.88,9,4,1,0,272,81,13,1,3,2,0,3,6,0.85,0.03,0.88,1.14,336,148,124,22,47,2,33,24,18,3,4,0,5,31,6,2,20,4,45,40,52,5,42,13,62
Turkiye,2023-11-21T19:45:00.000Z,Cardiff City Stadium,Matej Jug,"32,291",EURO Qualification Grp. D Round 10,29,40,0.57,10,4,0,0,256,78,11,7,3,3,0,8,2,0.46,0.11,0.57,1.39,330,147,109,18,38,4,25,11,2,3,0,9,69,8,2,24,1,45,34,55,11,44,5,38,1800,https://www.fotmob.com/en-GB/matches/wales-vs-turkiye/19o3f8#4044717,Wales,42,60,19,1.30,9,2,2,1,430,84,17,5,5,2,1,5,4,0.24,0.27,0.51,1.26,509,247,183,27,49,5,26,21,21,0,5,0,9,75,7,2,24,3,42,28,45,14,56,8,50
Wales,2023-11-21T19:45:00.000Z,Cardiff City Stadium,Matej Jug,"32,291",EURO Qualification Grp. D Round 10,42,60,1.30,9,2,2,1,430,84,17,5,5,2,1,5,4,0.24,0.27,0.51,1.26,509,247,183,27,49,5,26,21,0,5,0,9,75,7,2,24,3,42,28,45,14,56,8,50,1800,https://www.fotmob.com/en-GB/matches/wales-vs-turkiye/19o3f8#4044717,Turkiye,29,40,21,0.57,10,4,0,0,256,78,11,7,3,3,0,8,2,0.46,0.11,0.57,1.39,330,147,109,18,38,4,25,11,19,2,3,0,9,69,8,2,24,1,45,34,55,11,44,5,38
France,2022-12-18T15:00:00.000Z,Lusail Iconic Stadium,Szymon Marciniak,"88,966",FIFA World Cup Final,1,54,3.23,20,10,5,2,525,83,26,6,7,3,0,12,8,2.41,0.03,2.44,3.87,635,304,221,28,44,1,6,26,4,5,0,18,78,10,2,21,2,58,48,42,10,31,8,44,1886,https://www.fotmob.com/en-GB/matches/argentina-vs-france/1hox8a#3370572,Argentina,2,46,29,2.27,10,5,3,1,409,77,19,5,2,3,0,7,3,0.48,0.21,0.69,2.83,532,233,176,38,51,3,13,21,20,4,3,0,15,58,9,3,18,7,88,66,58,22,69,17,57
Argentina,2022-12-18T15:00:00.000Z,Lusail Iconic Stadium,Szymon Marciniak,"88,966",FIFA World Cup Final,2,46,2.27,10,5,3,1,409,77,19,5,2,3,0,7,3,0.48,0.21,0.69,2.83,532,233,176,38,51,3,13,21,4,3,0,15,58,9,3,18,7,88,66,58,22,69,17,57,1886,https://www.fotmob.com/en-GB/matches/argentina-vs-france/1hox8a#3370572,France,1,54,20,3.23,20,10,5,2,525,83,26,6,7,3,0,12,8,2.41,0.03,2.44,3.87,635,304,221,28,44,1,6,26,29,4,5,0,18,78,10,2,21,2,58,48,42,10,31,8,44
Romania,2024-06-26T16:00:00.000Z,Frankfurt Arena,Daniel Siebert,"45,033",EURO Grp. E Round 3,45,58,0.86,13,4,1,0,344,79,11,5,7,2,0,9,4,0.63,0.23,0.86,0.58,437,220,124,20,38,7,35,24,3,1,0,5,50,8,0,23,4,39,20,43,19,61,2,33,1887,https://www.fotmob.com/en-GB/matches/slovakia-vs-romania/2qwr74#4043865,Slovakia,47,42,22,1.19,9,5,1,0,225,70,10,1,4,0,0,6,3,0.36,0.04,0.40,1.41,323,130,95,16,25,0,0,23,10,1,3,0,7,70,7,2,29,3,39,27,57,12,39,7,70
Slovakia,2024-06-26T16:00:00.000Z,Frankfurt Arena,Daniel Siebert,"45,033",EURO Grp. E Round 3,47,42,1.19,9,5,1,0,225,70,10,1,4,0,0,6,3,0.36,0.04,0.40,1.41,323,130,95,16,25,0,0,23,1,3,0,7,70,7,2,29,3,39,27,57,12,39,7,70,1887,https://www.fotmob.com/en-GB/matches/slovakia-vs-romania/2qwr74#4043865,Romania,45,58,10,0.86,13,4,1,0,344,79,11,5,7,2,0,9,4,0.63,0.23,0.86,0.58,437,220,124,20,38,7,35,24,22,3,1,0,5,50,8,0,23,4,39,20,43,19,61,2,33
Belgium,2024-06-26T16:00:00.000Z,Stuttgart Arena,Anthony Taylor,"54,000",EURO Grp. E Round 3,24,40,0.82,13,4,0,0,313,84,9,3,5,4,0,6,7,0.62,0.19,0.82,0.29,374,190,123,22,44,4,40,16,2,1,0,9,50,11,4,20,4,45,30,60,15,56,4,100,1888,https://www.fotmob.com/en-GB/matches/ukraine-vs-belgium/1uthxy#4043866,Ukraine,3,60,16,0.88,12,4,1,1,493,87,8,7,4,4,0,6,6,0.80,0.08,0.88,0.71,564,233,260,27,60,1,11,18,19,0,1,0,3,75,2,4,10,4,32,20,40,12,44,8,53
Ukraine,2024-06-26T16:00:00.000Z,Stuttgart Arena,Anthony Taylor,"54,000",EURO Grp. E Round 3,3,60,0.88,12,4,1,1,493,87,8,7,4,4,0,6,6,0.80,0.08,0.88,0.71,564,233,260,27,60,1,11,18,0,1,0,3,75,2,4,10,4,32,20,40,12,44,8,53,1888,https://www.fotmob.com/en-GB/matches/ukraine-vs-belgium/1uthxy#4043866,Belgium,24,40,19,0.82,13,4,0,0,313,84,9,3,5,4,0,6,7,0.62,0.19,0.82,0.29,374,190,123,22,44,4,40,16,16,2,1,0,9,50,11,4,20,4,45,30,60,15,56,4,100
Turkiye,2024-06-26T19:00:00.000Z,Volksparkstadion,István Kovács,"47,683",EURO Grp. F Round 3,34,32,1.62,12,7,4,3,160,70,16,3,3,2,0,8,4,0.55,1.06,1.62,1.67,229,94,66,28,44,5,31,19,0,5,2,6,67,2,7,19,3,39,22,34,17,49,7,44,1889,https://www.fotmob.com/en-GB/matches/turkiye-vs-czechia/1vsyda#4043872,Czechia,42,68,25,1.46,18,5,1,1,447,87,9,7,6,7,0,11,7,1.37,0.09,1.46,2.32,512,200,247,25,43,2,15,14,33,1,11,0,11,73,4,3,19,5,60,42,66,18,51,12,67
Czechia,2024-06-26T19:00:00.000Z,Volksparkstadion,István Kovács,"47,683",EURO Grp. F Round 3,42,68,1.46,18,5,1,1,447,87,9,7,6,7,0,11,7,1.37,0.09,1.46,2.32,512,200,247,25,43,2,15,14,1,11,0,11,73,4,3,19,5,60,42,66,18,51,12,67,1889,https://www.fotmob.com/en-GB/matches/turkiye-vs-czechia/1vsyda#4043872,Turkiye,34,32,33,1.62,12,7,4,3,160,70,16,3,3,2,0,8,4,0.55,1.06,1.62,1.67,229,94,66,28,44,5,31,19,25,0,5,2,6,67,2,7,19,3,39,22,34,17,49,7,44
Portugal,2024-06-26T19:00:00.000Z,Arena AufSchalke,Sandro Schärer,"49,616",EURO Grp. F Round 3,74,28,1.65,7,3,3,1,206,76,6,1,3,1,0,7,0,0.86,0.00,0.86,1.63,270,146,60,15,33,0,0,14,0,1,0,13,62,4,8,26,5,47,40,52,7,37,9,60,1890,https://www.fotmob.com/en-GB/matches/georgia-vs-portugal/2absdc#4043871,Georgia,6,72,11,2.04,22,5,4,4,642,93,11,11,9,8,0,13,9,1.45,0.59,2.04,0.52,690,129,513,12,80,8,21,11,30,1,3,0,10,56,8,1,10,1,49,37,48,12,63,13,50
Georgia,2024-06-26T19:00:00.000Z,Arena AufSchalke,Sandro Schärer,"49,616",EURO Grp. F Round 3,6,72,2.04,22,5,4,4,642,93,11,11,9,8,0,13,9,1.45,0.59,2.04,0.52,690,129,513,12,80,8,21,11,1,3,0,10,56,8,1,10,1,49,37,48,12,63,13,50,1890,https://www.fotmob.com/en-GB/matches/georgia-vs-portugal/2absdc#4043871,Portugal,74,28,30,1.65,7,3,3,1,206,76,6,1,3,1,0,7,0,0.86,0.00,0.86,1.63,270,146,60,15,33,0,0,14,11,0,1,0,13,62,4,8,26,5,47,40,52,7,37,9,60
Slovenia,2024-07-01T19:00:00.000Z,Frankfurt Arena,Daniele Orsato,"46,576",EURO Round of 16,6,72,1.97,20,6,1,1,679,88,8,11,8,6,2,11,9,0.67,0.51,1.18,1.44,770,308,371,29,53,11,28,24,4,1,0,16,70,12,2,25,2,83,61,56,22,48,22,55,1891,https://www.fotmob.com/en-GB/matches/slovenia-vs-portugal/1nlger#4043974,Portugal,57,28,38,0.60,10,2,1,1,187,61,17,4,6,2,0,3,7,0.43,0.18,0.60,0.53,305,96,91,24,32,2,22,25,10,6,5,0,22,61,9,6,37,6,72,48,44,24,52,7,41
